autID,author,role
2282,Fomentaient RÉCOMPENSÉS,INSTRUCTOR
1163,Fusillerait SAUTERIEZ,INSTRUCTOR
1667,Empira IRRADIENT,INSTRUCTOR
375,Dopées MODESTE,INSTRUCTOR
3107,Sous-entend TORPILLEUR,INSTRUCTOR
815,Grisants IMPRÉGNANT,INSTRUCTOR
1706,Rancunière PORTUAIRE,INSTRUCTOR
2339,Prénommaient FAVORISER,INSTRUCTOR
870,Piégeons VENDS,INSTRUCTOR
729,Délibéra BOURSICOTÉ,INSTRUCTOR
3003,Nautiques MOUVRA,INSTRUCTOR
3200,Décloisonnée BRICOLANT,INSTRUCTOR
1305,Recensent RELÂCHÉE,INSTRUCTOR
2326,Communiions FRAISAGE,INSTRUCTOR
1978,Penseriez JARDIN,INSTRUCTOR
860,Encaissez LOUEUR,INSTRUCTOR
2098,Accoleriez PRIVILÉGIAIS,INSTRUCTOR
571,Décèle DÉMONTAIT,INSTRUCTOR
1180,Frôlions SURPASSAIENT,INSTRUCTOR
855,Cure-dents SCHISMATIQUE,INSTRUCTOR
2868,Inexplorée REVIVIFIER,INSTRUCTOR
601,Sablage LOQUACITÉ,LEARNER
1492,Roulants ASSÉNÉES,INSTRUCTOR
2065,Notifiait MU^RISSIONS,INSTRUCTOR
3552,Haïras MAIGRELETS,INSTRUCTOR
512,Simulatrice SENTIMENTAL,INSTRUCTOR
3114,Cotation AGRÉGEAIS,INSTRUCTOR
1983,Bétonnerez SOUPIRÈRENT,INSTRUCTOR
598,Urémie RÉAGIS,NOT_ENROLLED
3913,Devinées RETRAITÉES,INSTRUCTOR
3572,Haies CESSERIEZ,INSTRUCTOR
1087,Saccagerions CRACHAIS,INSTRUCTOR
3965,Enrôlaient COLIBACILLE,INSTRUCTOR
1278,Têtards IRRECEVABLES,INSTRUCTOR
1712,Excavateurs IRRIGUERA,INSTRUCTOR
550,Mortifier ENREGISTREZ,INSTRUCTOR
650,Nargueras TORSADER,INSTRUCTOR
1045,Ménageant EXPRIMA,LEARNER
319,Festivals BRUSQUÉS,INSTRUCTOR
897,Saboteriez ASSISTANCE,INSTRUCTOR
2929,Lynx REPASSÈRENT,INSTRUCTOR
178,Grincheuses GRANDISSANTS,INSTRUCTOR
1423,Relisent FOURVOIENT,LEARNER
2181,Purgées DÉBOUTERAIT,INSTRUCTOR
753,Possédantes RÉEXAMINEREZ,INSTRUCTOR
1657,Patienter CROUSTILLE,INSTRUCTOR
2947,Traduirons RACCORDÉE,INSTRUCTOR
3075,Socs FORMONS,INSTRUCTOR
1580,Affairerons RELANCÉES,INSTRUCTOR
1198,Claudicantes RUISSELANT,INSTRUCTOR
3831,Positionniez CONGRE,INSTRUCTOR
902,Déminées RENVERRAS,INSTRUCTOR
362,Seraient BONBONNIÈRE,INSTRUCTOR
1453,Rinciez SENTIRAI,LEARNER
777,Étourdie FORMEREZ,INSTRUCTOR
2050,Fustigeras ÉMETTAIENT,INSTRUCTOR
1341,Réunis DÉCALAIT,INSTRUCTOR
2411,Polémiques DÉNOMBRÉE,INSTRUCTOR
548,Propagerai METTENT,INSTRUCTOR
500,Pulvérise AUTOMATION,INSTRUCTOR
2662,Kiwis BLEUI,INSTRUCTOR
2207,Grimaçante MÉRITÉS,INSTRUCTOR
1276,Fourvoient BOUILLONNENT,LEARNER
3452,Impertinence ADJOINDRONS,INSTRUCTOR
2002,Ravirez DÉTACHERAIT,INSTRUCTOR
2256,Complaisant PRÊCHERONS,INSTRUCTOR
35,Débourber CÉLÉRITÉ,INSTRUCTOR
754,Évident APPLAUDISSE,INSTRUCTOR
4064,Branchera CHEVALER,INSTRUCTOR
371,Surnombres AIMERA,LEARNER
2625,Filmeraient RAPPELLERAIT,INSTRUCTOR
497,Préambule FOUAILLER,INSTRUCTOR
1595,Sortie FIDÉLISANT,INSTRUCTOR
3725,Transactions LOUCHERIEZ,LEARNER
1399,Malaxées SURVINRENT,INSTRUCTOR
101,Montrable RÉCRIERAIENT,INSTRUCTOR
323,Culpabilisé PILONNES,LEARNER
403,Longeaient INOPPORTUN,INSTRUCTOR
768,Clapiers PLAFONNÉES,INSTRUCTOR
173,Formalistes TRÉBUCHEZ,INSTRUCTOR
1851,Motivantes TRAVESTI,INSTRUCTOR
567,Boxeras COUDOIERA,INSTRUCTOR
641,Jalousent DÉFROISSENT,INSTRUCTOR
2802,Loquets INTÉGRATIONS,INSTRUCTOR
2031,Incombent MORIGÉNEREZ,LEARNER
218,Lacérant DÉCOCHENT,INSTRUCTOR
2481,Imprégnation TRÉBUCHENT,INSTRUCTOR
2557,Angles BRICOLERA,INSTRUCTOR
3726,Trépigniez MADONES,LEARNER
1411,Accablerais REPASSEUSES,INSTRUCTOR
1870,Scripturales GIROFLÉE,INSTRUCTOR
1731,Météorologie BAVARDES,INSTRUCTOR
9,Semonces VOTERA,INSTRUCTOR
328,Résigneront CONGOLAISES,INSTRUCTOR
2598,Approfondies RÉUSSIRAI,INSTRUCTOR
416,Colt PLASTIQUANT,INSTRUCTOR
2566,Offusquerez LÉSAIENT,LEARNER
1422,Estuaire DIVORCERAIS,INSTRUCTOR
2902,Débraillées RÉVEILLENT,INSTRUCTOR
3714,Réorganisais PERDAIT,LEARNER
1495,Échafauder NICHÉES,INSTRUCTOR
4173,Barrée CONSUMERONT,INSTRUCTOR
2465,Appointées INFESTÉ,LEARNER
912,Bégaieront RASE-MOTTES,INSTRUCTOR
2909,Rivaliserais CANCRELATS,LEARNER
1376,Feinte PAREREZ,INSTRUCTOR
554,Surmènerons ONCTUEUX,INSTRUCTOR
1953,Raffut ANNOTÉS,INSTRUCTOR
1053,Déstabilisée VIRERIONS,INSTRUCTOR
676,Ébauchez OCTET,LEARNER
1732,Taquinées REDEVENONS,INSTRUCTOR
1631,Candidat DOIVE,INSTRUCTOR
820,Froncer LOCALISATION,LEARNER
2722,Régénérera DÉFALQUÉ,INSTRUCTOR
657,Munis RIVERAI,INSTRUCTOR
1856,Ring DOMINÉE,LEARNER
2530,Cauchemars COLLECTAIT,INSTRUCTOR
1229,Reluisant TONIFIER,INSTRUCTOR
3433,Torréfiée ENKYSTÉE,INSTRUCTOR
360,Festoyant RÉÉLECTIONS,INSTRUCTOR
2174,Agrandirent DAHLIA,INSTRUCTOR
1472,Germaniste BERCEZ,INSTRUCTOR
1744,Argumentaire EXCOMMUNIÉ,INSTRUCTOR
1881,Tolérerions PRONONCERAIS,INSTRUCTOR
3795,Insouciance VOCIFÉRAIT,INSTRUCTOR
596,Grevées TUMEURS,LEARNER
2453,Menait APPUYONS,INSTRUCTOR
1225,Défalquait FLOTTAISON,INSTRUCTOR
1513,Receveuse AVANCERIONS,INSTRUCTOR
1890,Bonifia RÉEXAMINÉS,LEARNER
4190,Huppe VITRIFIEREZ,INSTRUCTOR
71,Mêlé REJOUERA,INSTRUCTOR
1530,Décalquera ASSIMILÉ,INSTRUCTOR
3774,Baraque ÉVADANT,LEARNER
2115,Trembles HÂTIEZ,INSTRUCTOR
141,Épiloguerais ALLIEZ,INSTRUCTOR
3330,Rallongées REFORMERAI,NOT_ENROLLED
197,Présidées ACQUIESCÉ,INSTRUCTOR
2588,Fulminée TONNERAIT,LEARNER
2049,Huitième OFFENSEUR,INSTRUCTOR
4183,Pullulerait GIBECIÈRE,INSTRUCTOR
3532,Résorbée MIGNARDISE,INSTRUCTOR
2538,Surpayerait ENCHAÎNENT,INSTRUCTOR
715,Canaliseriez SÉROSITÉ,INSTRUCTOR
86,Inférant PROFÉRERIEZ,INSTRUCTOR
1811,Quémander PLAISANT,INSTRUCTOR
1647,Barbouillez TRIPLAIT,INSTRUCTOR
1813,Narquoises FÉLICITAIT,INSTRUCTOR
1243,Refouleriez CYNIQUE,LEARNER
4014,Truculente INFLATION,INSTRUCTOR
3807,Cachetterai FIANCÉE,INSTRUCTOR
857,Limace INOPÉRANTS,INSTRUCTOR
1004,Contrebattre ÉCRIVAIN,INSTRUCTOR
1468,Sycomore MARIONNETTES,INSTRUCTOR
2332,Encarterai DUALISME,NOT_ENROLLED
3416,Raieront GROGNAIT,INSTRUCTOR
324,Désagrégé MOUVANTS,INSTRUCTOR
2437,Médico-légal FOURCHETTES,INSTRUCTOR
3355,Fondrai PARERAIT,LEARNER
3584,Tamponnent LÉSIEZ,INSTRUCTOR
2787,Modelais IMPLANTAIS,LEARNER
3763,Décompterait PEUVENT,LEARNER
2573,Aigue-marine BRIDES,INSTRUCTOR
4013,Viabilisera OPÉRERIEZ,INSTRUCTOR
1926,Déterreront CORDEAU,INSTRUCTOR
891,Ficheriez BARMEN,INSTRUCTOR
1746,Collecterait RAPTS,INSTRUCTOR
1822,Joueuses DÉGAGIEZ,INSTRUCTOR
138,Banjos PERSIFLONS,INSTRUCTOR
376,Aménageaient INCONGRUES,INSTRUCTOR
1396,Cauchemars COMPTÉ,INSTRUCTOR
2331,Annihilions ENCERCLERA,INSTRUCTOR
2903,Stalinisme COUPEROSÉ,INSTRUCTOR
2654,Bretonnes COTONNEUSE,INSTRUCTOR
3383,Censurerais ÉCHEVELÉ,INSTRUCTOR
1407,Dégivrera SÉRIEL,INSTRUCTOR
1939,Affaissant FIERTÉ,INSTRUCTOR
63,Attribuée ÉGYPTOLOGUES,INSTRUCTOR
2914,Froissez FRELATAGE,INSTRUCTOR
2322,Éloignera FÉBRILE,INSTRUCTOR
3046,Explicative REBÂTIRENT,INSTRUCTOR
917,Leurs DÉCARBURER,INSTRUCTOR
3468,Réviserait REPORTIONS,INSTRUCTOR
2544,Déraillerai RIVALITÉS,INSTRUCTOR
118,Gaverions FOYERS,LEARNER
3112,Biscornu CONSERVEREZ,INSTRUCTOR
1893,Possédiez NUIRA,INSTRUCTOR
2337,Derviche BLAGUER,INSTRUCTOR
626,Cordeau ANKYLOSER,NOT_ENROLLED
4215,Chasubles RÊVANT,INSTRUCTOR
1480,Débotté DÉPARTAGERA,INSTRUCTOR
2727,Soudeur OPTIMISMES,INSTRUCTOR
306,Accentuera BAVARD,INSTRUCTOR
3945,Hanterez COMPTE-TOURS,INSTRUCTOR
1153,Forcée DÉSABONNER,INSTRUCTOR
2827,Giboyeuse ÉLAGUERAIT,INSTRUCTOR
392,Bénissaient ASYMÉTRIE,LEARNER
956,Marquant FOURMI,LEARNER
2219,Parodierai DOMANIAL,NOT_ENROLLED
20,Accepte DUELLISTES,INSTRUCTOR
1226,Allongerions FASCISANT,INSTRUCTOR
1585,Algérien POUBELLES,INSTRUCTOR
538,Vicissitude ONDOYANTS,INSTRUCTOR
3282,Pourvoyions COQUIN,NOT_ENROLLED
3919,Objet EXULTERONS,INSTRUCTOR
1122,Enterrais HAINES,INSTRUCTOR
1021,Compatisse HUPPÉS,LEARNER
457,Renierez BÉNÉDICTIN,LEARNER
1150,Remettrons ASSOURDISSE,INSTRUCTOR
168,Employons OPTATIF,INSTRUCTOR
929,Excusa PERCHMAN,INSTRUCTOR
3246,Réélirons CORTÈGES,INSTRUCTOR
2544,Déraillerai RIVALITÉS,LEARNER
1574,Fracturons RÉPANDEZ,INSTRUCTOR
2901,Résistèrent REFORMAIENT,INSTRUCTOR
134,Disséquerait ROSIS,INSTRUCTOR
872,Sécuriseriez ARROGÈRENT,INSTRUCTOR
253,Fonce GALOP,NOT_ENROLLED
221,Chiper INHIBES,NOT_ENROLLED
4,Terrasserez NAISSAIT,INSTRUCTOR
2195,Fragmenter COLLECTONS,INSTRUCTOR
2206,Réfuterez RECHARGERA,INSTRUCTOR
1974,Parjurant QUADRILLERAI,LEARNER
1788,Ramassé GRATIFIE,INSTRUCTOR
1570,Louvoyais CARTAYER,LEARNER
3447,Tâchons SIÉGIONS,INSTRUCTOR
2687,Fusé TRIOMPHERAS,INSTRUCTOR
2016,Actif SUSPECTER,INSTRUCTOR
1818,Détaxerait REMARIIONS,INSTRUCTOR
1067,Extérieur TRIÉES,INSTRUCTOR
3644,Retrouvent SAINS,INSTRUCTOR
3041,Dégringolera RÉINTÉGRERAS,INSTRUCTOR
926,Jaserait BASTONNADE,INSTRUCTOR
1704,Pénétrerions FRONCERONT,INSTRUCTOR
333,Évadés APPORTERAI,LEARNER
1117,Hospice SURVÉCUT,INSTRUCTOR
1152,Chandails MAUGRÉAIT,LEARNER
1368,Exclamé PRISMATIQUES,INSTRUCTOR
773,Affamions CORRESPONDES,INSTRUCTOR
2513,Adossée VENDEUSES,INSTRUCTOR
1802,Nantirait COMPAGNONS,INSTRUCTOR
3405,Escogriffes SÉQUESTRÉ,INSTRUCTOR
2788,Poternes ÉMANCIPEZ,INSTRUCTOR
2105,Émirent VIBRONS,INSTRUCTOR
4104,Reléguerait EXEMPLE,INSTRUCTOR
1769,Horlogerie CANTINIÈRE,INSTRUCTOR
2550,Sophistiqués SUTURÉ,INSTRUCTOR
287,Sermonnes MASTIQUERAIS,INSTRUCTOR
88,Maxime AMENUISA,INSTRUCTOR
3133,Demi-fines MUNIR,INSTRUCTOR
1408,Enraciner OFFICINAUX,INSTRUCTOR
3410,Reversez PERVENCHE,INSTRUCTOR
3421,Soucierons ENVOU^TERAI,INSTRUCTOR
1674,Buterait VITUPÉRERAIS,INSTRUCTOR
118,Gaverions FOYERS,INSTRUCTOR
1616,Tueras TÂCHAIS,INSTRUCTOR
1561,Ponctuelle BANTOU,INSTRUCTOR
43,Devanciers INSPIRAIENT,INSTRUCTOR
2109,Élucubrer SOLLICITÉ,INSTRUCTOR
797,Dames DÉPENDIRENT,INSTRUCTOR
1171,Cafetière RUGISSEMENTS,INSTRUCTOR
3762,Gravitais PERCHÉE,NOT_ENROLLED
2398,Foncent POUILLEUX,LEARNER
2906,Postnatal ATERMOIERAIS,LEARNER
3646,Pelouses DUPLICITÉ,INSTRUCTOR
3085,Permettrais REMBALLES,INSTRUCTOR
1385,Sidérais DROITIER,INSTRUCTOR
1541,Réminiscence FIGURERAIT,INSTRUCTOR
1268,Minèrent BOUSE,INSTRUCTOR
4082,Résistances ÉTRANGLERONS,INSTRUCTOR
